10,MTO,08012002,034743386,0000771
20,AARTIDRUGS,EQ,725
20,AARTIIND,EQ,700
20,ABANLLOYD,EQ,1884
20,ABB,EQ,10000
20,ABBALPO,EQ,133534
20,ABBOTTLAB,EQ,2080
20,ABSIND,EQ,2725
20,ACC,EQ,192648
20,ADANIEXPO,EQ,8491
20,ADLABSFILM,EQ,2789
20,ADVANIORLI,EQ,3732
20,AEGISCHEM,EQ,25
20,AFTEKINFO,EQ,220528
20,AGEEGOLD,EQ,430
20,AGREVOIND,EQ,1145
20,AGRODUTCH,EQ,3500
20,AHMEDELEC,EQ,6485
20,AJANTPHARM,EQ,551
20,AKSHOPTFBR,EQ,14670
20,ALBRMORARJ,EQ,50
20,ALEMBICLTD,EQ,1264
20,ALFALAVAL,EQ,73
20,ALKYLAMINE,EQ,238
20,ALOKTEXT,EQ,17357
20,ALPSINDUS,EQ,1660
20,AMARAJABAT,EQ,14550
20,AMBASARABH,EQ,1585
20,AMBUJARAJN,EQ,14145
20,AMTEKAUTO,EQ,3300
20,AMTREXAPPL,EQ,425
20,ANAMALFIN,EQ,200
20,ANDHRABANK,EQ,29350
20,ANDHRAPET,EQ,387
20,ANDHRSUGAR,EQ,1200
20,ANTGRAPHIC,EQ,4300
20,APCOTEXLAT,EQ,306
20,APOLLOHOSP,EQ,8729
20,APOLLOTYRE,EQ,5651
20,APPAPER,EQ,147
20,APTECH,EQ,227081
20,ARCHIES,EQ,4610
20,ARHAMFISCL,EQ,13800
20,ARIHANTCRE,EQ,39570
20,ARVINDMILL,EQ,69498
20,ASAHIINDIA,EQ,1400
20,ASHAPURMIN,EQ,100
20,ASHIMASYN,EQ,150
20,ASHKLEYFIN,EQ,1135
20,ASHOKLEY,EQ,37737
20,ASIANHOTEL,EQ,155
20,ASIANPAINT,EQ,2413
20,ASSAMCO,EQ,31
20,ASSAMFRONT,EQ,201
20,ASTRAIDL,EQ,230
20,ATCOIND,EQ,5259
20,ATLASCOPCO,EQ,3260
20,ATLASCYCLE,EQ,326
20,ATULPROD,EQ,1500
20,AUROPHARMA,EQ,19195
20,AUTOLEC,EQ,610
20,AZTEC,EQ,64914
20,BAGYAMETAL,EQ,8000
20,BAJAJAUTO,EQ,75883
20,BAJAUTOFIN,EQ,800
20,BALAJIDIST,EQ,25
20,BALAJIIND,EQ,350
20,BALAJITELE,EQ,58061
20,BALMLAWRIE,EQ,1224
20,BALRAMCHIN,EQ,8582
20,BANARISUG,EQ,281
20,BANCOPROD,EQ,1450
20,BANKBARODA,EQ,22486
20,BANKINDIA,EQ,43567
20,BANKPUNJAB,EQ,26465
20,BANKRAJAS,EQ,10497
20,BASF,EQ,2460
20,BATAINDIA,EQ,22017
20,BAUSCHLOMB,EQ,48827
20,BAYER,EQ,175
20,BEL,EQ,15326
20,BELCERAMIC,EQ,4384
20,BELCONTROL,EQ,825
20,BEML,EQ,6774
20,BERGEPAINT,EQ,50
20,BFLSOFTWAR,EQ,16408
20,BGFL,EQ,775
20,BHARATFORG,EQ,206175
20,BHARATHOT,EQ,204
20,BHEL,EQ,114254
20,BHUSANSTL,EQ,1603
20,BIL,EQ,1050
20,BILT,EQ,11859
20,BIMETBRG,EQ,176
20,BINANIZINC,EQ,1346
20,BINDALAGRO,EQ,7028
20,BIOFILCHEM,EQ,400
20,BIRLA3M,EQ,223
20,BIRLAERIC,EQ,4065
20,BIRLAJUTE,EQ,18453
20,BLOWPLAST,EQ,1200
20,BLUECHIP,EQ,1
20,BLUEDART,EQ,5147
20,BLUESTARCO,EQ,2977
20,BLUESTINFO,EQ,7925
20,BOMDYEING,EQ,13554
20,BONGAIREFN,EQ,14385
20,BOOTSPHARM,EQ,2284
20,BPCL,EQ,75200
20,BPL,EQ,12154
20,BPLENGG,EQ,1300
20,BPLREFRIG,EQ,500
20,BRITANNIA,EQ,964
20,BSELINFO,EQ,2385
20,BSES,EQ,121046
20,BURRWELCOM,EQ,1045
20,CADBURY,EQ,30742
20,CADILAHC,EQ,13139
20,CALSOFT,EQ,50
20,CANFINHOME,EQ,2500
20,CAPRIHANS,EQ,154
20,CARBEVFLOW,EQ,237
20,CARBORUNIV,EQ,444
20,CARRIERAIR,EQ,400
20,CASTROL,EQ,25216
20,CEAT,EQ,8925
20,CENTENKA,EQ,1430
20,CENTURION,EQ,213901
20,CENTURYTEX,EQ,57551
20,CESC,EQ,5582
20,CGIGARSH,EQ,2070
20,CHAMBLFERT,EQ,48980
20,CHEMPLAST,EQ,1
20,CHENNPETRO,EQ,15260
20,CHESLINTEX,EQ,300
20,CHETNADCEM,EQ,2050
20,CHLORIDIND,EQ,4719
20,CHOLAINV,EQ,800
20,CIBASPEC,EQ,1460
20,CIMCOBIRLA,EQ,2150
20,CINEVISTA,EQ,3455
20,CIPLA,EQ,25004
20,CITICORSEC,EQ,6313
20,CITURGIBIO,EQ,300
20,CLARIANT,EQ,740
20,CMC,EQ,12739
20,COATESIND,EQ,2385
20,COATVIYELA,EQ,1643
20,COCHINREFN,EQ,6693
20,COLGATE,EQ,8920
20,COLORCHEM,EQ,3230
20,COMPUDYNE,EQ,75685
20,COMPUTECH,EQ,50466
20,CONCOR,EQ,2144
20,CONSCOFFEE,EQ,100
20,COREPARENT,EQ,950
20,CORPBANK,EQ,12744
20,COSMOFILMS,EQ,2757
20,CREATIVEYE,EQ,38779
20,CRESTCOMM,EQ,62802
20,CRISIL,EQ,7261
20,CROMPGREAV,EQ,5130
20,CUB,EQ,2783
20,CYBERTECH,EQ,32484
20,D-LINK,EQ,5
20,DABUR,EQ,44045
20,DALALSTCOM,EQ,4500
20,DALMIACEM,EQ,118
20,DCLPOLY,EQ,20487
20,DCM,EQ,603
20,DCMDAEWOO,EQ,4625
20,DCMFINSERV,EQ,2500
20,DCMSRMCONS,EQ,200
20,DCW,EQ,1100
20,DECCANCEM,EQ,1600
20,DEEPAKFERT,EQ,3150
20,DEEPAKNITR,EQ,170
20,DENABANK,EQ,1790
20,DGPWINDSOR,EQ,100
20,DHAMPURSUG,EQ,450
20,DIGITALEQP,EQ,202747
20,DRBECK,EQ,2
20,DRREDDY,EQ,185233
20,DUNCANSIND,EQ,202
20,DYNACONS,EQ,2132
20,EASTSILK,EQ,1001
20,EICHERLTD,EQ,56
20,EICHERMOT,EQ,7996
20,EIDERTELE,EQ,800
20,EIDPARRY,EQ,2062
20,EIHOTEL,EQ,1385
20,ELDERPHARM,EQ,365
20,ELECONENGG,EQ,200
20,ELECTCAST,EQ,788
20,ELGIEQUIP,EQ,2555
20,ELGITYRE,EQ,1000
20,EMCOTRANS,EQ,1100
20,EMERCK,EQ,5445
20,ENGINERSIN,EQ,1995
20,ESABINDIA,EQ,2240
20,ESCORTS,EQ,76839
20,ESCORTSFIN,EQ,800
20,ESSARGUJ,EQ,28785
20,ESSAROIL,EQ,21100
20,ESSELPACK,EQ,3160
20,ETERNEVRST,EQ,950
20,EUPHARMLAB,EQ,4973
20,EUROSOFTAL,EQ,14200
20,EUROTEXIND,EQ,2
20,EXCELIND,EQ,1100
20,FAGBEARING,EQ,4014
20,FDC,EQ,75
20,FEDERALBNK,EQ,7482
20,FINCABLES,EQ,1075
20,FINPIPE,EQ,27874
20,FIRSTLEASE,EQ,510
20,FLEX,EQ,13796
20,FLEXCHEM,EQ,430
20,FLEXENGG,EQ,1400
20,FLOATGLASS,EQ,4846
20,FORBESGOK,EQ,5214
20,FOSECOIND,EQ,540
20,FUJITSICIM,EQ,32168
20,FULFORD,EQ,695
20,GABRIEL,EQ,102
20,GAEL,EQ,40
20,GAIL,EQ,5920
20,GAMMONIND,EQ,55
20,GANESHBENZ,EQ,1600
20,GARDENSILK,EQ,3205
20,GARWALLROP,EQ,499
20,GECALSTHOM,EQ,540
20,GEOMETRIC,EQ,71041
20,GERMANREM,EQ,938
20,GESCOCORP,EQ,976
20,GESHIPPING,EQ,62396
20,GHCL,EQ,1800
20,GICHSGFIN,EQ,600
20,GINNIFILA,EQ,450
20,GIPCL,EQ,2450
20,GKW,EQ,683
20,GLAXO,EQ,10481
20,GLENMARK,EQ,5827
20,GLOBALTELE,EQ,1437267
20,GLOBLTRUST,EQ,45378
20,GMDCLTD,EQ,550
20,GNFC,EQ,21888
20,GODAVRFERT,EQ,2350
20,GODFRYPHLP,EQ,239
20,GODREJCP,EQ,15115
20,GODREJFOOD,EQ,3986
20,GODREJINDS,EQ,18459
20,GOETZEIND,EQ,308
20,GOLDTECH,EQ,35065
20,GOODLASNER,EQ,813
