10,MTO,11022002,044506942,0000743
20,AARTIIND,EQ,883
20,ABANLLOYD,EQ,1100
20,ABB,EQ,21411
20,ABBALPO,EQ,39236
20,ABBOTTLAB,EQ,1606
20,ABSIND,EQ,4995
20,ACC,EQ,376923
20,ADANIEXPO,EQ,5328
20,ADLABSFILM,EQ,25575
20,ADVANIORLI,EQ,2945
20,AEGISCHEM,EQ,200
20,AFTEKINFO,EQ,147018
20,AGEEGOLD,EQ,303
20,AGREVOIND,EQ,2416
20,AGRODUTCH,EQ,3127
20,AHMEDELEC,EQ,1036
20,AJANTPHARM,EQ,500
20,AKSHOPTFBR,EQ,136026
20,ALEMBICLTD,EQ,4525
20,ALFALAVAL,EQ,260
20,ALOKTEXT,EQ,68910
20,ALPSINDUS,EQ,50
20,AMARAJABAT,EQ,13679
20,AMBUJARAJN,EQ,7615
20,AMTREXAPPL,EQ,3180
20,ANDHRABANK,EQ,144662
20,ANDHRSUGAR,EQ,1300
20,ANTGRAPHIC,EQ,200
20,APCOTEXLAT,EQ,292
20,APOLLOHOSP,EQ,24710
20,APOLLOTYRE,EQ,10430
20,APPAPER,EQ,933
20,ARCHIES,EQ,46023
20,ARHAMFISCL,EQ,3300
20,ARIHANTCRE,EQ,21920
20,ARVINDMILL,EQ,310723
20,ASAHIINDIA,EQ,54443
20,ASHAPURMIN,EQ,100
20,ASHIMASYN,EQ,100
20,ASHKLEYFIN,EQ,7489
20,ASHOKLEY,EQ,396146
20,ASIANELEC,EQ,1550
20,ASIANHOTEL,EQ,318
20,ASIANPAINT,EQ,29040
20,ASSAMCO,EQ,100
20,ASSAMFRONT,EQ,470
20,ASTRAIDL,EQ,299
20,ATCOIND,EQ,4470
20,ATLASCOPCO,EQ,16168
20,ATLASCYCLE,EQ,1815
20,ATULPROD,EQ,1767
20,AUROPHARMA,EQ,9153
20,AUTOAXLES,EQ,2755
20,AZTEC,EQ,35166
20,BAGYAMETAL,EQ,15
20,BAJAJAUTO,EQ,11353
20,BAJAUTOFIN,EQ,1800
20,BALAJHOTEL,EQ,800
20,BALAJIIND,EQ,800
20,BALAJITELE,EQ,30468
20,BALMLAWRIE,EQ,11367
20,BALRAMCHIN,EQ,16182
20,BANARISUG,EQ,1244
20,BANKBARODA,EQ,143878
20,BANKINDIA,EQ,1126562
20,BANKPUNJAB,EQ,147057
20,BANKRAJAS,EQ,51484
20,BASF,EQ,13709
20,BATAINDIA,EQ,99276
20,BAUSCHLOMB,EQ,208029
20,BAYER,EQ,307
20,BEL,EQ,114021
20,BELCERAMIC,EQ,100
20,BEML,EQ,157747
20,BERGEPAINT,EQ,7055
20,BFLSOFTWAR,EQ,10083
20,BGFL,EQ,2200
20,BHARATFORG,EQ,12235
20,BHARATGEAR,EQ,500
20,BHARATRAS,EQ,10100
20,BHEL,EQ,303287
20,BHUSANSTL,EQ,1790
20,BIL,EQ,4409
20,BILT,EQ,17637
20,BIMETBRG,EQ,501
20,BINANIZINC,EQ,4075
20,BINDALAGRO,EQ,16533
20,BIOFILCHEM,EQ,650
20,BIRLA3M,EQ,960
20,BIRLAERIC,EQ,8286
20,BIRLAJUTE,EQ,7618
20,BLBLIMITED,EQ,1000
20,BLOWPLAST,EQ,782
20,BLUEDART,EQ,11150
20,BLUESTARCO,EQ,13607
20,BLUESTINFO,EQ,4909
20,BOMDYEING,EQ,3669
20,BONGAIREFN,EQ,177303
20,BOOTSPHARM,EQ,1650
20,BPCL,EQ,356433
20,BPL,EQ,18256
20,BPLENGG,EQ,200
20,BPLSANTECH,EQ,200
20,BRITANNIA,EQ,2047
20,BSELINFO,EQ,600
20,BSES,EQ,107556
20,BSL,EQ,2983
20,BURRWELCOM,EQ,5062
20,CADBURY,EQ,10054
20,CADILAHC,EQ,16425
20,CANFINHOME,EQ,14385
20,CARBEVFLOW,EQ,3766
20,CARBORUNIV,EQ,70
20,CARRIERAIR,EQ,790
20,CASTROL,EQ,73284
20,CEAT,EQ,8962
20,CENTENKA,EQ,1614
20,CENTURION,EQ,169422
20,CENTURYTEX,EQ,94232
20,CESC,EQ,5848
20,CGIGARSH,EQ,2550
20,CHAMBLFERT,EQ,36923
20,CHEMPLAST,EQ,2800
20,CHENNPETRO,EQ,48190
20,CHESLINTEX,EQ,400
20,CHETNADCEM,EQ,20280
20,CHLORIDIND,EQ,2418
20,CHOLAINV,EQ,7624
20,CIBASPEC,EQ,18385
20,CINEVISTA,EQ,7165
20,CIPLA,EQ,18309
20,CITICORSEC,EQ,8818
20,CLARIANT,EQ,1165
20,CMC,EQ,6471
20,COATESIND,EQ,1280
20,COATVIYELA,EQ,8494
20,COCHINREFN,EQ,53684
20,COLGATE,EQ,50114
20,COLORCHEM,EQ,32195
20,COMPUDYNE,EQ,49954
20,COMPUTECH,EQ,22653
20,CONCOR,EQ,101231
20,CONSCOFFEE,EQ,510
20,COREPARENT,EQ,1200
20,COROMNFERT,EQ,10735
20,CORPBANK,EQ,129915
20,COSMOFILMS,EQ,1617
20,CREATIVEYE,EQ,71011
20,CRESTCOMM,EQ,47404
20,CRISIL,EQ,9937
20,CROMPGREAV,EQ,47007
20,CUB,EQ,6560
20,CYBERTECH,EQ,11878
20,D-LINK,EQ,15
20,DABUR,EQ,128690
20,DALMIACEM,EQ,278
20,DCLPOLY,EQ,10023
20,DCM,EQ,5801
20,DCMDAEWOO,EQ,191972
20,DCMFINSERV,EQ,300
20,DCMSRMCONS,EQ,81466
20,DCW,EQ,5188
20,DECCANCEM,EQ,1250
20,DEEPAKFERT,EQ,4495
20,DENABANK,EQ,15665
20,DGPWINDSOR,EQ,100
20,DHAMPURSUG,EQ,1560
20,DHARSUGAR,EQ,725
20,DIGITALEQP,EQ,140973
20,DRBECK,EQ,600
20,DRREDDY,EQ,32427
20,DUNCANSIND,EQ,824
20,DYNACONS,EQ,25
20,EASTSILK,EQ,665
20,EASUNREYRL,EQ,350
20,EICHERLTD,EQ,23637
20,EICHERMOT,EQ,78096
20,EIDERTELE,EQ,600
20,EIHOTEL,EQ,4262
